"행정구역","2025년01월_총인구수","2025년01월_세대수","2025년01월_세대당 인구","2025년01월_남자 인구수","2025년01월_여자 인구수","2025년01월_남여 비율","2025년02월_총인구수","2025년02월_세대수","2025년02월_세대당 인구","2025년02월_남자 인구수","2025년02월_여자 인구수","2025년02월_남여 비율","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율","2025년04월_총인구수","2025년04월_세대수","2025년04월_세대당 인구","2025년04월_남자 인구수","2025년04월_여자 인구수","2025년04월_남여 비율","2025년05월_총인구수","2025년05월_세대수","2025년05월_세대당 인구","2025년05월_남자 인구수","2025년05월_여자 인구수","2025년05월_남여 비율","2025년06월_총인구수","2025년06월_세대수","2025년06월_세대당 인구","2025년06월_남자 인구수","2025년06월_여자 인구수","2025년06월_남여 비율","2025년07월_총인구수","2025년07월_세대수","2025년07월_세대당 인구","2025년07월_남자 인구수","2025년07월_여자 인구수","2025년07월_남여 비율"
"전라남도 고흥군 (4677000000)","60,100","35,238","          1.71","29,548","30,552","          0.97","60,093","35,252","          1.70","29,575","30,518","          0.97","60,052","35,261","          1.70","29,574","30,478","          0.97","60,028","35,269","          1.70","29,603","30,425","          0.97","59,991","35,254","          1.70","29,610","30,381","          0.97","59,898","35,220","          1.70","29,561","30,337","          0.97","59,805","35,206","          1.70","29,520","30,285","          0.97"
"전라남도 보성군 (4678000000)","37,149","21,788","          1.71","18,250","18,899","          0.97","37,007","21,750","          1.70","18,200","18,807","          0.97","36,974","21,750","          1.70","18,172","18,802","          0.97","36,947","21,759","          1.70","18,157","18,790","          0.97","36,873","21,733","          1.70","18,138","18,735","          0.97","36,846","21,734","          1.70","18,110","18,736","          0.97","36,796","21,732","          1.69","18,078","18,718","          0.97"
"전라남도 화순군 (4679000000)","60,737","31,822","          1.91","30,078","30,659","          0.98","60,606","31,778","          1.91","29,986","30,620","          0.98","60,582","31,775","          1.91","29,970","30,612","          0.98","60,600","31,754","          1.91","30,006","30,594","          0.98","60,561","31,750","          1.91","29,997","30,564","          0.98","60,498","31,714","          1.91","29,979","30,519","          0.98","60,399","31,686","          1.91","29,929","30,470","          0.98"
"전라남도 장흥군 (4680000000)","34,417","19,643","          1.75","16,886","17,531","          0.96","34,311","19,640","          1.75","16,846","17,465","          0.96","34,319","19,651","          1.75","16,869","17,450","          0.97","34,322","19,666","          1.75","16,872","17,450","          0.97","34,308","19,696","          1.74","16,873","17,435","          0.97","34,290","19,703","          1.74","16,854","17,436","          0.97","34,235","19,702","          1.74","16,841","17,394","          0.97"
"전라남도 강진군 (4681000000)","32,169","18,209","          1.77","15,755","16,414","          0.96","32,085","18,215","          1.76","15,734","16,351","          0.96","32,050","18,212","          1.76","15,726","16,324","          0.96","32,009","18,200","          1.76","15,711","16,298","          0.96","31,934","18,172","          1.76","15,663","16,271","          0.96","31,876","18,146","          1.76","15,641","16,235","          0.96","31,817","18,139","          1.75","15,617","16,200","          0.96"
"전라남도 해남군 (4682000000)","63,002","34,579","          1.82","31,576","31,426","          1.00","62,910","34,566","          1.82","31,526","31,384","          1.00","62,871","34,545","          1.82","31,498","31,373","          1.00","62,744","34,531","          1.82","31,458","31,286","          1.01","62,668","34,515","          1.82","31,427","31,241","          1.01","62,557","34,506","          1.81","31,363","31,194","          1.01","62,480","34,469","          1.81","31,323","31,157","          1.01"
"전라남도 영암군 (4683000000)","51,261","28,626","          1.79","26,871","24,390","          1.10","51,116","28,598","          1.79","26,836","24,280","          1.11","50,971","28,599","          1.78","26,762","24,209","          1.11","50,984","28,647","          1.78","26,784","24,200","          1.11","50,857","28,603","          1.78","26,736","24,121","          1.11","50,789","28,577","          1.78","26,697","24,092","          1.11","50,481","28,446","          1.77","26,537","23,944","          1.11"
"전라남도 무안군 (4684000000)","92,927","44,961","          2.07","46,624","46,303","          1.01","93,204","45,178","          2.06","46,775","46,429","          1.01","93,446","45,288","          2.06","46,935","46,511","          1.01","93,722","45,430","          2.06","47,083","46,639","          1.01","93,809","45,511","          2.06","47,134","46,675","          1.01","94,103","45,671","          2.06","47,291","46,812","          1.01","94,855","46,014","          2.06","47,714","47,141","          1.01"
"전라남도 함평군 (4686000000)","29,913","17,796","          1.68","15,215","14,698","          1.04","29,865","17,751","          1.68","15,197","14,668","          1.04","29,871","17,749","          1.68","15,230","14,641","          1.04","29,813","17,717","          1.68","15,212","14,601","          1.04","29,756","17,702","          1.68","15,184","14,572","          1.04","29,733","17,692","          1.68","15,168","14,565","          1.04","29,686","17,674","          1.68","15,154","14,532","          1.04"
"전라남도 영광군 (4687000000)","52,272","27,959","          1.87","26,156","26,116","          1.00","52,308","28,015","          1.87","26,200","26,108","          1.00","52,487","28,095","          1.87","26,291","26,196","          1.00","52,624","28,186","          1.87","26,362","26,262","          1.00","52,724","28,221","          1.87","26,419","26,305","          1.00","52,882","28,301","          1.87","26,499","26,383","          1.00","53,033","28,412","          1.87","26,579","26,454","          1.00"
"전라남도 장성군 (4688000000)","42,024","23,139","          1.82","21,534","20,490","          1.05","42,054","23,120","          1.82","21,531","20,523","          1.05","42,460","23,400","          1.81","21,740","20,720","          1.05","42,655","23,483","          1.82","21,839","20,816","          1.05","42,787","23,603","          1.81","21,936","20,851","          1.05","42,842","23,630","          1.81","21,959","20,883","          1.05","42,893","23,624","          1.82","22,006","20,887","          1.05"
"전라남도 완도군 (4689000000)","45,503","25,318","          1.80","23,014","22,489","          1.02","45,385","25,292","          1.79","22,967","22,418","          1.02","45,323","25,277","          1.79","22,937","22,386","          1.02","45,263","25,294","          1.79","22,923","22,340","          1.03","45,189","25,260","          1.79","22,890","22,299","          1.03","45,108","25,200","          1.79","22,875","22,233","          1.03","44,980","25,184","          1.79","22,792","22,188","          1.03"
"전라남도 진도군 (4690000000)","28,374","16,392","          1.73","14,135","14,239","          0.99","28,348","16,404","          1.73","14,130","14,218","          0.99","28,357","16,417","          1.73","14,151","14,206","          1.00","28,358","16,436","          1.73","14,157","14,201","          1.00","28,329","16,437","          1.72","14,147","14,182","          1.00","28,323","16,440","          1.72","14,147","14,176","          1.00","28,219","16,389","          1.72","14,105","14,114","          1.00"
"전라남도 신안군 (4691000000)","38,221","21,970","          1.74","20,654","17,567","          1.18","38,376","22,020","          1.74","20,749","17,627","          1.18","38,694","22,052","          1.75","20,896","17,798","          1.17","38,835","22,065","          1.76","20,953","17,882","          1.17","38,933","22,078","          1.76","21,025","17,908","          1.17","38,996","22,083","          1.77","21,046","17,950","          1.17","38,955","22,040","          1.77","21,027","17,928","          1.17"
"경상북도  (4700000000)","2,528,641","1,291,165","          1.96","1,279,180","1,249,461","          1.02","2,524,067","1,292,811","          1.95","1,277,157","1,246,910","          1.02","2,523,173","1,294,937","          1.95","1,276,834","1,246,339","          1.02","2,522,609","1,296,263","          1.95","1,276,838","1,245,771","          1.02","2,520,934","1,296,540","          1.94","1,275,956","1,244,978","          1.02","2,519,474","1,296,929","          1.94","1,275,311","1,244,163","          1.03","2,516,753","1,296,320","          1.94","1,273,708","1,243,045","          1.02"
"경상북도 포항시 (4711000000)","491,439","237,245","          2.07","249,576","241,863","          1.03","490,857","237,565","          2.07","249,246","241,611","          1.03","490,448","237,722","          2.06","249,015","241,433","          1.03","490,269","237,838","          2.06","248,865","241,404","          1.03","490,140","237,899","          2.06","248,706","241,434","          1.03","489,898","237,991","          2.06","248,600","241,298","          1.03","489,657","238,084","          2.06","248,444","241,213","          1.03"
"경상북도 포항시 남구 (4711100000)","219,629","109,382","          2.01","114,023","105,606","          1.08","218,995","109,370","          2.00","113,713","105,282","          1.08","218,485","109,288","          2.00","113,444","105,041","          1.08","218,122","109,284","          2.00","113,263","104,859","          1.08","217,818","109,254","          1.99","113,087","104,731","          1.08","217,551","109,254","          1.99","112,971","104,580","          1.08","217,298","109,233","          1.99","112,802","104,496","          1.08"
"경상북도 포항시 북구 (4711300000)","271,810","127,863","          2.13","135,553","136,257","          0.99","271,862","128,195","          2.12","135,533","136,329","          0.99","271,963","128,434","          2.12","135,571","136,392","          0.99","272,147","128,554","          2.12","135,602","136,545","          0.99","272,322","128,645","          2.12","135,619","136,703","          0.99","272,347","128,737","          2.12","135,629","136,718","          0.99","272,359","128,851","          2.11","135,642","136,717","          0.99"
"경상북도 경주시 (4713000000)","244,589","125,016","          1.96","122,546","122,043","          1.00","244,334","125,176","          1.95","122,436","121,898","          1.00","244,408","125,623","          1.95","122,428","121,980","          1.00","244,486","125,868","          1.94","122,466","122,020","          1.00","244,495","126,059","          1.94","122,453","122,042","          1.00","244,411","126,091","          1.94","122,398","122,013","          1.00","244,342","126,182","          1.94","122,316","122,026","          1.00"
"경상북도 김천시 (4715000000)","135,610","69,126","          1.96","68,184","67,426","          1.01","135,227","69,176","          1.95","67,992","67,235","          1.01","135,218","69,411","          1.95","68,082","67,136","          1.01","135,209","69,461","          1.95","68,115","67,094","          1.02","135,076","69,429","          1.95","68,066","67,010","          1.02","134,925","69,397","          1.94","68,018","66,907","          1.02","134,669","69,295","          1.94","67,855","66,814","          1.02"
"경상북도 안동시 (4717000000)","152,902","80,013","          1.91","75,689","77,213","          0.98","152,553","80,024","          1.91","75,549","77,004","          0.98","152,893","80,420","          1.90","75,714","77,179","          0.98","153,973","81,340","          1.89","76,331","77,642","          0.98","153,859","81,312","          1.89","76,249","77,610","          0.98","153,754","81,320","          1.89","76,187","77,567","          0.98","153,613","81,229","          1.89","76,077","77,536","          0.98"
"경상북도 구미시 (4719000000)","404,395","190,369","          2.12","208,838","195,557","          1.07","403,620","190,788","          2.12","208,525","195,095","          1.07","403,722","191,260","          2.11","208,591","195,131","          1.07","403,727","191,500","          2.11","208,666","195,061","          1.07","403,666","191,723","          2.11","208,583","195,083","          1.07","403,974","192,196","          2.10","208,717","195,257","          1.07","404,053","192,450","          2.10","208,740","195,313","          1.07"
"경상북도 영주시 (4721000000)","98,782","51,612","          1.91","49,138","49,644","          0.99","98,522","51,592","          1.91","49,017","49,505","          0.99","98,465","51,668","          1.91","49,019","49,446","          0.99","98,228","51,615","          1.90","48,895","49,333","          0.99","98,072","51,583","          1.90","48,809","49,263","          0.99","98,042","51,587","          1.90","48,799","49,243","          0.99","97,842","51,460","          1.90","48,669","49,173","          0.99"
"경상북도 영천시 (4723000000)","97,872","54,716","          1.79","50,073","47,799","          1.05","97,439","54,645","          1.78","49,854","47,585","          1.05","97,256","54,615","          1.78","49,769","47,487","          1.05","97,132","54,581","          1.78","49,730","47,402","          1.05","97,031","54,586","          1.78","49,698","47,333","          1.05","96,797","54,505","          1.78","49,615","47,182","          1.05","96,420","54,274","          1.78","49,365","47,055","          1.05"
"경상북도 상주시 (4725000000)","91,784","49,122","          1.87","45,304","46,480","          0.97","91,468","49,090","          1.86","45,168","46,300","          0.98","91,399","49,084","          1.86","45,176","46,223","          0.98","91,227","49,068","          1.86","45,101","46,126","          0.98","91,096","49,040","          1.86","45,044","46,052","          0.98","90,996","49,059","          1.85","45,024","45,972","          0.98","90,799","48,986","          1.85","44,929","45,870","          0.98"
"경상북도 문경시 (4728000000)","67,025","36,561","          1.83","32,936","34,089","          0.97","66,708","36,483","          1.83","32,800","33,908","          0.97","66,675","36,530","          1.83","32,775","33,900","          0.97","66,501","36,469","          1.82","32,679","33,822","          0.97","66,382","36,459","          1.82","32,612","33,770","          0.97","66,259","36,422","          1.82","32,550","33,709","          0.97","66,032","36,316","          1.82","32,455","33,577","          0.97"
"경상북도 경산시 (4729000000)","266,013","131,484","          2.02","133,658","132,355","          1.01","266,557","132,468","          2.01","133,905","132,652","          1.01","266,250","132,417","          2.01","133,747","132,503","          1.01","265,907","132,310","          2.01","133,569","132,338","          1.01","265,710","132,311","          2.01","133,484","132,226","          1.01","265,622","132,328","          2.01","133,440","132,182","          1.01","265,328","132,219","          2.01","133,318","132,010","          1.01"
"경상북도 의성군 (4773000000)","48,620","29,104","          1.67","24,224","24,396","          0.99","48,441","29,067","          1.67","24,169","24,272","          1.00","48,456","29,154","          1.66","24,234","24,222","          1.00","48,448","29,176","          1.66","24,260","24,188","          1.00","48,377","29,166","          1.66","24,217","24,160","          1.00","48,325","29,179","          1.66","24,197","24,128","          1.00","48,239","29,160","          1.65","24,149","24,090","          1.00"
"경상북도 청송군 (4775000000)","23,687","13,976","          1.69","11,881","11,806","          1.01","23,621","13,978","          1.69","11,850","11,771","          1.01","23,600","14,005","          1.69","11,848","11,752","          1.01","23,615","14,025","          1.68","11,859","11,756","          1.01","23,564","13,999","          1.68","11,839","11,725","          1.01","23,552","14,007","          1.68","11,842","11,710","          1.01","23,558","14,032","          1.68","11,849","11,709","          1.01"
"경상북도 영양군 (4776000000)","15,309","8,936","          1.71","7,636","7,673","          1.00","15,271","8,947","          1.71","7,621","7,650","          1.00","15,261","8,961","          1.70","7,611","7,650","          0.99","15,281","8,968","          1.70","7,627","7,654","          1.00","15,266","8,960","          1.70","7,616","7,650","          1.00","15,231","8,938","          1.70","7,597","7,634","          1.00","15,214","8,933","          1.70","7,582","7,632","          0.99"
"경상북도 영덕군 (4777000000)","33,123","19,465","          1.70","15,853","17,270","          0.92","32,999","19,430","          1.70","15,797","17,202","          0.92","32,999","19,464","          1.70","15,799","17,200","          0.92","33,043","19,475","          1.70","15,834","17,209","          0.92","32,996","19,464","          1.70","15,822","17,174","          0.92","32,958","19,469","          1.69","15,798","17,160","          0.92","32,931","19,470","          1.69","15,775","17,156","          0.92"
"경상북도 청도군 (4782000000)","40,544","23,426","          1.73","20,183","20,361","          0.99","40,478","23,444","          1.73","20,166","20,312","          0.99","40,437","23,458","          1.72","20,144","20,293","          0.99","40,360","23,447","          1.72","20,119","20,241","          0.99","40,317","23,435","          1.72","20,106","20,211","          0.99","40,286","23,437","          1.72","20,098","20,188","          1.00","40,287","23,439","          1.72","20,113","20,174","          1.00"
"경상북도 고령군 (4783000000)","30,041","17,316","          1.73","15,500","14,541","          1.07","29,997","17,328","          1.73","15,501","14,496","          1.07","29,977","17,338","          1.73","15,471","14,506","          1.07","29,952","17,351","          1.73","15,462","14,490","          1.07","29,914","17,340","          1.73","15,444","14,470","          1.07","29,874","17,320","          1.72","15,413","14,461","          1.07","29,812","17,334","          1.72","15,377","14,435","          1.07"
"경상북도 성주군 (4784000000)","41,396","24,103","          1.72","21,634","19,762","          1.09","41,286","24,088","          1.71","21,593","19,693","          1.10","41,214","24,100","          1.71","21,562","19,652","          1.10","41,150","24,059","          1.71","21,532","19,618","          1.10","41,097","24,052","          1.71","21,511","19,586","          1.10","41,029","24,024","          1.71","21,468","19,561","          1.10","40,984","24,009","          1.71","21,456","19,528","          1.10"
"경상북도 칠곡군 (4785000000)","107,142","53,809","          1.99","56,270","50,872","          1.11","106,762","53,761","          1.99","56,067","50,695","          1.11","106,521","53,744","          1.98","55,933","50,588","          1.11","106,270","53,707","          1.98","55,839","50,431","          1.11","106,143","53,724","          1.98","55,816","50,327","          1.11","105,895","53,666","          1.97","55,670","50,225","          1.11","105,560","53,534","          1.97","55,497","50,063","          1.11"
"경상북도 예천군 (4790000000)","54,480","27,964","          1.95","26,887","27,593","          0.97","54,322","27,975","          1.94","26,811","27,511","          0.97","54,301","28,037","          1.94","26,795","27,506","          0.97","54,214","28,034","          1.93","26,784","27,430","          0.98","54,169","28,019","          1.93","26,788","27,381","          0.98","54,117","28,011","          1.93","26,784","27,333","          0.98","54,085","28,015","          1.93","26,766","27,319","          0.98"
"경상북도 봉화군 (4792000000)","28,719","16,552","          1.74","14,685","14,034","          1.05","28,594","16,514","          1.73","14,626","13,968","          1.05","28,588","16,541","          1.73","14,610","13,978","          1.05","28,588","16,578","          1.72","14,610","13,978","          1.05","28,551","16,578","          1.72","14,595","13,956","          1.05","28,508","16,578","          1.72","14,575","13,933","          1.05","28,452","16,566","          1.72","14,539","13,913","          1.04"
"경상북도 울진군 (4793000000)","46,106","25,602","          1.80","23,375","22,731","          1.03","45,985","25,615","          1.80","23,360","22,625","          1.03","46,045","25,704","          1.79","23,383","22,662","          1.03","46,012","25,736","          1.79","23,390","22,622","          1.03","46,012","25,756","          1.79","23,407","22,605","          1.04","45,999","25,757","          1.79","23,416","22,583","          1.04","45,955","25,749","          1.78","23,405","22,550","          1.04"
"경상북도 울릉군 (4794000000)","9,063","5,648","          1.60","5,110","3,953","          1.29","9,026","5,657","          1.60","5,104","3,922","          1.30","9,040","5,681","          1.59","5,128","3,912","          1.31","9,017","5,657","          1.59","5,105","3,912","          1.30","9,001","5,646","          1.59","5,091","3,910","          1.30","9,022","5,647","          1.60","5,105","3,917","          1.30","8,921","5,584","          1.60","5,032","3,889","          1.29"
"경상남도  (4800000000)","3,226,599","1,537,606","          2.10","1,626,214","1,600,385","          1.02","3,221,132","1,539,748","          2.09","1,623,866","1,597,266","          1.02","3,219,574","1,541,943","          2.09","1,623,318","1,596,256","          1.02","3,218,731","1,543,107","          2.09","1,622,833","1,595,898","          1.02","3,217,584","1,544,015","          2.08","1,622,407","1,595,177","          1.02","3,216,105","1,544,775","          2.08","1,621,572","1,594,533","          1.02","3,214,016","1,545,143","          2.08","1,620,579","1,593,437","          1.02"
"경상남도 창원시 (4812000000)","999,399","459,671","          2.17","505,837","493,562","          1.02","997,306","460,203","          2.17","504,914","492,392","          1.03","996,295","460,732","          2.16","504,379","491,916","          1.03","995,575","460,941","          2.16","503,982","491,593","          1.03","995,372","461,364","          2.16","503,892","491,480","          1.03","994,887","461,660","          2.16","503,585","491,302","          1.03","994,283","461,798","          2.15","503,278","491,005","          1.02"
"경상남도 창원시 의창구 (4812100000)","209,732","97,185","          2.16","106,619","103,113","          1.03","209,698","97,483","          2.15","106,668","103,030","          1.04","209,746","97,720","          2.15","106,681","103,065","          1.04","209,676","97,806","          2.14","106,679","102,997","          1.04","209,372","97,826","          2.14","106,495","102,877","          1.04","209,063","97,827","          2.14","106,351","102,712","          1.04","208,888","97,883","          2.13","106,253","102,635","          1.04"
"경상남도 창원시 성산구 (4812300000)","244,262","107,367","          2.28","124,629","119,633","          1.04","243,386","107,370","          2.27","124,231","119,155","          1.04","243,344","107,667","          2.26","124,241","119,103","          1.04","243,195","107,678","          2.26","124,157","119,038","          1.04","243,777","108,059","          2.26","124,462","119,315","          1.04","244,239","108,325","          2.25","124,631","119,608","          1.04","244,326","108,462","          2.25","124,645","119,681","          1.04"
"경상남도 창원시 마산합포구 (4812500000)","178,071","86,437","          2.06","88,330","89,741","          0.98","177,483","86,437","          2.05","88,035","89,448","          0.98","177,173","86,434","          2.05","87,806","89,367","          0.98","176,943","86,421","          2.05","87,645","89,298","          0.98","176,767","86,396","          2.05","87,574","89,193","          0.98","176,591","86,437","          2.04","87,494","89,097","          0.98","176,470","86,426","          2.04","87,438","89,032","          0.98"
"경상남도 창원시 마산회원구 (4812700000)","178,806","82,915","          2.16","89,184","89,622","          1.00","178,965","83,198","          2.15","89,263","89,702","          1.00","178,734","83,248","          2.15","89,138","89,596","          0.99","178,704","83,355","          2.14","89,129","89,575","          1.00","178,597","83,387","          2.14","89,046","89,551","          0.99","178,468","83,422","          2.14","88,966","89,502","          0.99","178,275","83,382","          2.14","88,833","89,442","          0.99"
"경상남도 창원시 진해구 (4812900000)","188,528","85,767","          2.20","97,075","91,453","          1.06","187,774","85,715","          2.19","96,717","91,057","          1.06","187,298","85,663","          2.19","96,513","90,785","          1.06","187,057","85,681","          2.18","96,372","90,685","          1.06","186,859","85,696","          2.18","96,315","90,544","          1.06","186,526","85,649","          2.18","96,143","90,383","          1.06","186,324","85,645","          2.18","96,109","90,215","          1.07"
"경상남도 진주시 (4817000000)","338,449","161,144","          2.10","167,242","171,207","          0.98","338,505","162,004","          2.09","167,339","171,166","          0.98","338,262","162,197","          2.09","167,194","171,068","          0.98","337,979","162,246","          2.08","167,002","170,977","          0.98","337,761","162,201","          2.08","166,886","170,875","          0.98","337,529","162,222","          2.08","166,764","170,765","          0.98","337,315","162,208","          2.08","166,667","170,648","          0.98"
"경상남도 통영시 (4822000000)","118,250","59,329","          1.99","59,380","58,870","          1.01","117,944","59,304","          1.99","59,251","58,693","          1.01","117,792","59,294","          1.99","59,179","58,613","          1.01","117,692","59,278","          1.99","59,132","58,560","          1.01","117,645","59,330","          1.98","59,091","58,554","          1.01","117,545","59,354","          1.98","59,067","58,478","          1.01","117,355","59,324","          1.98","58,950","58,405","          1.01"
"경상남도 사천시 (4824000000)","108,420","55,602","          1.95","55,016","53,404","          1.03","108,107","55,612","          1.94","54,884","53,223","          1.03","108,082","55,691","          1.94","54,905","53,177","          1.03","108,082","55,712","          1.94","54,910","53,172","          1.03","108,030","55,729","          1.94","54,900","53,130","          1.03","108,036","55,780","          1.94","54,900","53,136","          1.03","108,151","55,922","          1.93","54,969","53,182","          1.03"
"경상남도 사천남양출장소 (4824500000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"경상남도 김해시 (4825000000)","531,683","234,519","          2.27","268,986","262,697","          1.02","531,188","235,068","          2.26","268,662","262,526","          1.02","531,715","235,749","          2.26","268,928","262,787","          1.02","532,229","236,303","          2.25","269,151","263,078","          1.02","532,333","236,637","          2.25","269,208","263,125","          1.02","532,477","236,948","          2.25","269,268","263,209","          1.02","532,623","237,238","          2.25","269,339","263,284","          1.02"
"경상남도 장유출장소 (4825200000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"경상남도 밀양시 (4827000000)","100,544","53,987","          1.86","49,771","50,773","          0.98","100,290","53,980","          1.86","49,657","50,633","          0.98","100,262","54,066","          1.85","49,704","50,558","          0.98","100,169","54,089","          1.85","49,641","50,528","          0.98","100,077","54,108","          1.85","49,609","50,468","          0.98","99,956","54,118","          1.85","49,541","50,415","          0.98","99,787","54,082","          1.85","49,456","50,331","          0.98"
"경상남도 거제시 (4831000000)","232,777","106,101","          2.19","122,044","110,733","          1.10","232,095","106,183","          2.19","121,751","110,344","          1.10","231,951","106,300","          2.18","121,747","110,204","          1.10","232,104","106,480","          2.18","121,867","110,237","          1.11","232,019","106,622","          2.18","121,848","110,171","          1.11","231,887","106,684","          2.17","121,786","110,101","          1.11","231,664","106,751","          2.17","121,718","109,946","          1.11"
"경상남도 양산시 (4833000000)","359,920","163,406","          2.20","180,253","179,667","          1.00","359,984","163,817","          2.20","180,296","179,688","          1.00","360,054","164,163","          2.19","180,366","179,688","          1.00","360,156","164,351","          2.19","180,342","179,814","          1.00","360,160","164,418","          2.19","180,382","179,778","          1.00","360,300","164,625","          2.19","180,385","179,915","          1.00","360,333","164,755","          2.19","180,420","179,913","          1.00"
"경상남도 양산시웅상출장소 (4833200000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"경상남도 의령군 (4872000000)","25,094","14,883","          1.69","12,532","12,562","          1.00","25,000","14,859","          1.68","12,499","12,501","          1.00","24,945","14,855","          1.68","12,472","12,473","          1.00","24,908","14,875","          1.67","12,462","12,446","          1.00","24,871","14,866","          1.67","12,457","12,414","          1.00","24,854","14,847","          1.67","12,445","12,409","          1.00","24,800","14,831","          1.67","12,420","12,380","          1.00"
"경상남도 함안군 (4873000000)","58,849","30,201","          1.95","30,130","28,719","          1.05","58,599","30,161","          1.94","30,026","28,573","          1.05","58,451","30,143","          1.94","29,967","28,484","          1.05","58,354","30,121","          1.94","29,908","28,446","          1.05","58,236","30,095","          1.94","29,856","28,380","          1.05","58,138","30,065","          1.93","29,820","28,318","          1.05","57,995","30,034","          1.93","29,743","28,252","          1.05"
"경상남도 창녕군 (4874000000)","56,040","32,004","          1.75","28,092","27,948","          1.01","55,797","31,907","          1.75","28,013","27,784","          1.01","55,707","31,910","          1.75","27,997","27,710","          1.01","55,571","31,846","          1.74","27,923","27,648","          1.01","55,522","31,833","          1.74","27,888","27,634","          1.01","55,377","31,755","          1.74","27,830","27,547","          1.01","55,171","31,691","          1.74","27,732","27,439","          1.01"
"경상남도 고성군 (4882000000)","47,913","26,326","          1.82","24,262","23,651","          1.03","47,719","26,282","          1.82","24,175","23,544","          1.03","47,651","26,329","          1.81","24,144","23,507","          1.03","47,610","26,334","          1.81","24,165","23,445","          1.03","47,586","26,354","          1.81","24,153","23,433","          1.03","47,511","26,356","          1.80","24,113","23,398","          1.03","47,398","26,332","          1.80","24,044","23,354","          1.03"
"경상남도 남해군 (4884000000)","39,730","22,219","          1.79","19,343","20,387","          0.95","39,598","22,176","          1.79","19,268","20,330","          0.95","39,565","22,219","          1.78","19,273","20,292","          0.95","39,526","22,202","          1.78","19,266","20,260","          0.95","39,481","22,171","          1.78","19,255","20,226","          0.95","39,431","22,152","          1.78","19,226","20,205","          0.95","39,352","22,134","          1.78","19,169","20,183","          0.95"
"경상남도 하동군 (4885000000)","40,679","23,424","          1.74","20,348","20,331","          1.00","40,574","23,406","          1.73","20,312","20,262","          1.00","40,506","23,392","          1.73","20,281","20,225","          1.00","40,462","23,373","          1.73","20,258","20,204","          1.00","40,398","23,367","          1.73","20,249","20,149","          1.00","40,322","23,339","          1.73","20,228","20,094","          1.01","40,279","23,326","          1.73","20,208","20,071","          1.01"
"경상남도 산청군 (4886000000)","33,203","19,589","          1.69","16,438","16,765","          0.98","33,141","19,590","          1.69","16,417","16,724","          0.98","33,158","19,613","          1.69","16,419","16,739","          0.98","33,157","19,621","          1.69","16,420","16,737","          0.98","33,122","19,634","          1.69","16,413","16,709","          0.98","33,086","19,642","          1.68","16,400","16,686","          0.98","33,023","19,626","          1.68","16,370","16,653","          0.98"
"경상남도 함양군 (4887000000)","36,002","20,435","          1.76","17,561","18,441","          0.95","35,895","20,424","          1.76","17,513","18,382","          0.95","35,863","20,440","          1.75","17,499","18,364","          0.95","35,839","20,436","          1.75","17,490","18,349","          0.95","35,813","20,429","          1.75","17,490","18,323","          0.95","35,760","20,403","          1.75","17,457","18,303","          0.95","35,679","20,352","          1.75","17,433","18,246","          0.96"
"경상남도 거창군 (4888000000)","59,514","31,098","          1.91","29,241","30,273","          0.97","59,452","31,162","          1.91","29,233","30,219","          0.97","59,446","31,249","          1.90","29,237","30,209","          0.97","59,493","31,329","          1.90","29,302","30,191","          0.97","59,435","31,321","          1.90","29,265","30,170","          0.97","59,360","31,309","          1.90","29,228","30,132","          0.97","59,268","31,260","          1.90","29,193","30,075","          0.97"
"경상남도 합천군 (4889000000)","40,133","23,668","          1.70","19,738","20,395","          0.97","39,938","23,610","          1.69","19,656","20,282","          0.97","39,869","23,601","          1.69","19,627","20,242","          0.97","39,825","23,570","          1.69","19,612","20,213","          0.97","39,723","23,536","          1.69","19,565","20,158","          0.97","39,649","23,516","          1.69","19,529","20,120","          0.97","39,540","23,479","          1.68","19,470","20,070","          0.97"
"제주특별자치도  (5000000000)","669,460","314,683","          2.13","334,794","334,666","          1.00","668,205","314,861","          2.12","334,061","334,144","          1.00","667,739","315,036","          2.12","333,814","333,925","          1.00","667,513","315,066","          2.12","333,643","333,870","          1.00","667,242","315,116","          2.12","333,464","333,778","          1.00","666,625","315,049","          2.12","333,174","333,451","          1.00","666,226","315,192","          2.11","332,858","333,368","          1.00"
